2023-11-08 11:27:22.079 [restartedMain] INFO  com.majing.community.CommunityApplication - Starting CommunityApplication using Java 17.0.8 with PID 66696 (D:\Program Files (x86)\Java\IdeaProjects\community\community\target\classes started by majin in D:\Program Files (x86)\Java\IdeaProjects\community\community)
2023-11-08 11:27:22.082 [restartedMain] INFO  com.majing.community.CommunityApplication - No active profile set, falling back to 1 default profile: "default"
2023-11-08 11:27:22.120 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-08 11:27:22.120 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-08 11:27:22.627 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2023-11-08 11:27:22.629 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-11-08 11:27:22.653 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2023-11-08 11:27:23.268 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-11-08 11:27:23.276 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-11-08 11:27:23.278 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-11-08 11:27:23.278 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.11]
2023-11-08 11:27:23.324 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/community] - Initializing Spring embedded WebApplicationContext
2023-11-08 11:27:23.324 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1203 ms
2023-11-08 11:27:24.153 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2023-11-08 11:27:24.415 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-11-08 11:27:24.429 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-11-08 11:27:24.449 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/community'
2023-11-08 11:27:24.457 [restartedMain] INFO  com.majing.community.CommunityApplication - Started CommunityApplication in 2.775 seconds (process running for 3.507)
2023-11-08 11:28:00.165 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/community] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-08 11:28:00.165 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-11-08 11:28:00.166 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-11-08 11:28:00.203 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:00]，访问了[com.majing.community.service.impl.UserServiceImpl.getLoginTicket]。
2023-11-08 11:28:00.498 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:00]，访问了[com.majing.community.service.impl.UserServiceImpl.getUserById]。
2023-11-08 11:28:00.528 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:00]，访问了[com.majing.community.service.impl.DiscussPostServiceImpl.getDiscussPostRows]。
2023-11-08 11:28:00.561 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:00]，访问了[com.majing.community.service.impl.DiscussPostServiceImpl.getDiscussPosts]。
2023-11-08 11:28:00.583 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:00]，访问了[com.majing.community.service.impl.UserServiceImpl.getUserById]。
2023-11-08 11:28:00.593 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:00]，访问了[com.majing.community.service.impl.LikeServiceImpl.likeCount]。
2023-11-08 11:28:01.213 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.UserServiceImpl.getUserById]。
2023-11-08 11:28:01.223 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.LikeServiceImpl.likeCount]。
2023-11-08 11:28:01.225 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.UserServiceImpl.getUserById]。
2023-11-08 11:28:01.236 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.LikeServiceImpl.likeCount]。
2023-11-08 11:28:01.238 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.UserServiceImpl.getUserById]。
2023-11-08 11:28:01.243 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.LikeServiceImpl.likeCount]。
2023-11-08 11:28:01.244 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.UserServiceImpl.getUserById]。
2023-11-08 11:28:01.254 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.LikeServiceImpl.likeCount]。
2023-11-08 11:28:01.258 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.UserServiceImpl.getUserById]。
2023-11-08 11:28:01.269 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.LikeServiceImpl.likeCount]。
2023-11-08 11:28:01.271 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.UserServiceImpl.getUserById]。
2023-11-08 11:28:01.275 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.LikeServiceImpl.likeCount]。
2023-11-08 11:28:01.277 [http-nio-8080-exec-1] INFO  c.m.community.controller.aspect.ServiceLogAspect - 用户[0:0:0:0:0:0:0:1]，在[2023-11-08 11:28:01]，访问了[com.majing.community.service.impl.UserServiceImpl.getUserById]。
